month,day,year,time,latitude,longitude,depth,magnitude,magType,place
3,19,1953,08:27:52,13.809,-61.216,128.8,7.3,mw,"18 km WSW of Soufrière, Saint Lucia"
4,23,1953,16:24:33,-4.449,152.868,35,7.38,mw,"67 km E of Kokopo, Papua New Guinea"
5,6,1953,17:16:48,-37.093,-72.866,66,7.55,mw,"23 km SE of Chiguayante, Chile"
7,2,1953,06:57:00,-19.092,169.635,236.2,7.2,mw,"62 km NE of Isangel, Vanuatu"
11,4,1953,03:49:13,-13.082,166.464,35,7.11,mw,"146 km NW of Sola, Vanuatu"
11,25,1953,17:48:55,34.006,141.625,25,7.9,mw,"174 km SE of Katsuura, Japan"
12,12,1953,17:31:29,-3.552,-80.636,25,7.32,mw,
2,1,1954,01:06:56,24.057,143.467,15,7.2,mw,"Volcano Islands, Japan region"
3,29,1954,06:17:07,36.988,-3.612,626.2,7.8,mw,Strait of Gibraltar
3,31,1954,18:25:50,12.185,58,15,7.1,mw,Owen Fracture Zone region
4,29,1954,11:34:39,29.112,-113.024,10,7.21,mw,"94 km SSW of La Libertad, Mexico"
8,27,1954,10:54:55,23.988,143.022,25,7.2,mw,"Volcano Islands, Japan region"
12,16,1954,11:07:17,39.346,-117.981,10,7.1,mw,"53 km N of Gabbs, Nevada"
1,5,1955,00:50:21,-50.075,162.851,15,7,mw,"Auckland Islands, New Zealand region"
2,27,1955,20:43:27,-28.336,-175.599,15,7.52,mw,Kermadec Islands region
3,18,1955,00:06:52,54.252,160.884,59.2,7.16,mw,"154 km ESE of Mil’kovo, Russia"
3,22,1955,14:05:09,-9.101,91.653,20,7,mw,South Indian Ocean
3,31,1955,18:17:13,7.658,123.157,35,7.37,mw,"Mindanao, Philippines"
4,14,1955,01:29:04,29.957,101.759,10,7.09,mw,"19 km WSW of Kangding, China"
5,17,1955,14:49:55,6.828,93.869,25.3,7.05,mw,"190 km WNW of Sabang, Indonesia"
5,30,1955,12:31:44,24.319,142.412,558.9,7.2,mw,"Volcano Islands, Japan region"
10,10,1955,08:57:50,-5.062,152.855,20,7.31,mw,"102 km SE of Kokopo, Papua New Guinea"
2,18,1956,07:34:25,30.206,138.102,484.1,7.3,mw,"Izu Islands, Japan region"
5,23,1956,20:48:32,-15.434,-178.803,419.1,7.6,mw,"144 km SSW of Leava, Wallis and Futuna"
6,9,1956,23:13:55,35.155,67.607,25,7.27,mw,"42 km NNW of B?my?n, Afghanistan"
7,9,1956,03:11:45,36.664,25.957,20,7.7,mw,"19 km SSE of Amorgós, Greece"
10,24,1956,14:42:18,11.682,-86.556,35,7.1,mw,"12 km SSW of Masachapa, Nicaragua"
3,9,1957,14:22:33,51.499,-175.626,25,8.6,mw,"81 km ESE of Adak, Alaska"
3,11,1957,09:58:52,52.691,-169.191,35,7.06,mw,"35 km SW of Nikolski, Alaska"
3,12,1957,11:45:00,51.481,-177.243,20,7.11,mw,"60 km SW of Adak, Alaska"
3,14,1957,14:47:50,51.196,-176.733,25,7.14,mw,"75 km S of Adak, Alaska"
3,16,1957,02:34:18,51.419,-178.87,25,7.18,mw,"162 km WSW of Adak, Alaska"
3,22,1957,14:21:15,53.778,-165.771,46.6,7.07,mw,"39 km S of Akutan, Alaska"
4,14,1957,19:18:04,-15.02,-173.381,20,7.08,mw,"112 km NNE of Hihifo, Tonga"
4,24,1957,19:10:13,36.493,28.829,35,7.1,mw,"27 km SSE of Sarigerme, Turkey"
4,25,1957,02:25:41,36.405,28.699,35,7.3,mw,"34 km S of Sarigerme, Turkey"
5,26,1957,06:33:37,40.73,31.09,25,7.09,mw,"13 km SSW of Düzce, Turkey"
6,22,1957,23:50:35,-1.723,136.592,59.1,7.1,mw,"82 km SE of Biak, Indonesia"
6,27,1957,00:09:36,56.177,116.409,25,7.4,mw,"25 km SE of Kuanda, Russia"
7,28,1957,08:40:12,17.055,-99.092,37.8,7.6,mw,"8 km ENE of Apantla, Mexico"
9,24,1957,08:21:14,5.327,127.005,35,7.25,mw,"146 km SE of Pondaguitan, Philippines"
9,28,1957,14:20:03,-20.541,-178.349,586.6,7.4,mw,Fiji region
10,27,1957,22:32:42,55.75,161.134,147.8,7.6,mw,"66 km SSE of Klyuchi, Russia"
11,29,1957,22:19:50,-20.948,-66.713,232.5,7.7,mw,"51 km W of Atocha, Bolivia"
12,4,1957,03:37:53,45.189,99.368,30,8.1,mw,"153 km SW of Bayanhongor, Mongolia"
12,17,1957,13:50:22,-12.418,166.684,123.6,7.8,mw,"186 km NNW of Sola, Vanuatu"
1,15,1958,19:14:31,-16.625,-72.242,64,7,mw,"21 km SW of Santa Rita de Siguas, Peru"
1,19,1958,14:07:28,1.011,-79.489,27.5,7.6,mw,near the coast of Ecuador
3,11,1958,00:26:02,24.945,124.327,35,7.15,mw,"68 km NNE of Ishigaki, Japan"
7,10,1958,06:15:58,58.23,-136.712,10,7.8,mw,"22 km W of Elfin Cove, Alaska"
7,26,1958,17:37:14,-13.428,-69.388,612.4,7.5,mw,"81 km SSE of Puerto Rosario de Laberinto, Peru"
11,6,1958,22:58:09,44.479,148.485,35,8.3,mw,"95 km SSE of Kuril’sk, Russia"
11,12,1958,20:23:33,44.215,148.754,35,7,mw,"132 km SSE of Kuril’sk, Russia"
5,4,1959,07:15:47,53.257,159.732,55,7.9,mw,"76 km ENE of Petropavlovsk-Kamchatsky, Russia"
6,14,1959,00:12:06,-20.407,-68.862,109.2,7.1,mw,"136 km E of Iquique, Chile"
8,15,1959,08:57:06,22.078,121.105,25,7.22,mw,"38 km ENE of Hengchun, Taiwan"
8,17,1959,21:04:48,-7.776,156.328,25,7.01,mw,"67 km WNW of Gizo, Solomon Islands"
8,18,1959,06:37:20,44.63,-110.891,10,7.2,mw,"17 km ESE of West Yellowstone, Montana"
9,14,1959,14:09:46,-28.84,-177.209,35,7.31,mw,Kermadec Islands region
1,15,1960,09:30:21,-15.008,-74.867,65,7.1,mw,"21 km SSE of Nazca, Peru"
3,20,1960,17:07:31,39.869,143.228,15,7.95,mw,"113 km ENE of Miyako, Japan"
3,23,1960,00:23:28,39.635,143.316,15,7.01,mw,"118 km E of Miyako, Japan"
5,21,1960,10:02:57,-37.824,-73.353,25,8.1,mw,"4 km ESE of Cañete, Chile"
5,22,1960,10:30:44,-37.775,-73.017,25,7.14,mw,"26 km W of Angol, Chile"
5,22,1960,18:56:02,-38.061,-73.039,25,7.8,mw,"38 km WNW of Traiguén, Chile"
5,22,1960,19:11:20,-38.143,-73.407,25,9.5,mw,1960 Great Chilean Earthquake (Valdivia Earthquake)
6,6,1960,05:55:48,-45.785,-72.889,15,7.7,mw,"35 km S of Puerto Chacabuco, Chile"
6,20,1960,02:01:14,-38.154,-72.917,25,7,mw,"24 km WNW of Traiguén, Chile"
11,1,1960,08:45:59,-38.467,-75.031,20,7.4,mw,"Off the coast of Araucania, Chile"
11,20,1960,22:01:57,-6.775,-80.918,15,7.6,mw,"103 km WSW of Mórrope, Peru"
11,24,1960,06:52:47,-24.678,-176.248,30,7.2,mw,south of the Fiji Islands
12,2,1960,09:10:48,-24.732,-70.297,35,7.3,mw,"77 km NNE of Taltal, Chile"
1,16,1961,07:20:13,36.121,141.758,30,7.2,mw,"93 km ENE of Hasaki, Japan"
1,16,1961,12:12:30,36.226,141.815,30,7.03,mw,"104 km ENE of Hasaki, Japan"
2,26,1961,18:10:52,31.739,131.475,35,7.54,mw,"18 km NNE of Nichinan, Japan"
4,13,1961,16:34:44,39.762,77.712,35,7.04,mw,"151 km ENE of Kashgar, China"
7,18,1961,14:03:41,29.692,131.683,30.6,7.03,mw,"126 km ESE of Koshima, Japan"
7,23,1961,21:51:09,-18.307,168.29,25,7.33,mw,"63 km S of Port-Vila, Vanuatu"
8,11,1961,15:51:36,43.056,145.101,43.9,7.02,mw,"48 km SW of Nemuro, Japan"
8,19,1961,05:09:51,-10.75,-70.775,612.2,7.6,mw,"132 km W of Iñapari, Peru"
8,31,1961,01:48:39,-10.688,-70.925,597.5,7.2,mw,"149 km WNW of Iñapari, Peru"
9,1,1961,00:09:39,-59.274,-26.801,129.2,7.3,mw,South Sandwich Islands region
9,8,1961,11:26:32,-56.332,-27.345,100.9,7.1,mw,South Sandwich Islands region
2,14,1962,06:36:05,-37.845,-72.885,30,7.1,mw,"15 km WSW of Angol, Chile"
4,12,1962,00:52:44,38.022,142.789,28,7.3,mw,"137 km ESE of Ishinomaki, Japan"
4,23,1962,05:58:13,42.506,143.734,60,7.1,mw,"62 km SE of Obihiro, Japan"
5,11,1962,14:11:54,16.96,-99.741,25,7,mw,"1 km SSW of Ejido Nuevo, Mexico"
5,15,1962,05:23:49,-7.351,128.218,30.2,7.1,mw,"186 km NE of Lospalos, Timor Leste"
5,21,1962,21:15:37,-20.088,-177.459,390,7.47,mw,"262 km WNW of Haveluloto, Tonga"
7,26,1962,08:14:46,7.512,-82.729,25,7.18,mw,"59 km SSE of Burica, Panama"
9,1,1962,19:20:41,35.656,49.843,15,7,mw,"47 km SSE of T?kest?n, Iran"
12,8,1962,21:27:21,-25.802,-63.21,588.7,7.15,mw,"21 km SSE of Taco Pozo, Argentina"
2,13,1963,08:50:04,24.411,122.094,30,7.2,mw,"51 km SE of Yilan, Taiwan"
2,26,1963,20:14:10,-7.523,146.308,186.6,7.5,mw,"49 km WSW of Wau, Papua New Guinea"
3,16,1963,08:44:50,46.636,154.783,15,7.65,mw,east of the Kuril Islands
3,26,1963,09:48:17,-29.992,-177.675,10,7.3,mw,"Kermadec Islands, New Zealand"
4,16,1963,01:29:23,-0.975,128.07,30,7.13,mw,"197 km SSE of Sofifi, Indonesia"
4,16,1963,01:55:13,-1.05,128.043,30,7.07,mw,"204 km SSE of Sofifi, Indonesia"
8,15,1963,17:25:09,-13.866,-69.414,550,7.67,mw,"50 km N of Sandia, Peru"
8,25,1963,12:18:14,-17.628,-178.684,570,7.03,mw,"217 km ENE of Levuka, Fiji"
9,15,1963,00:46:55,-10.522,165.642,35,7.4,mw,"28 km NW of Lata, Solomon Islands"
9,17,1963,19:20:14,-10.466,165.36,45,7.21,mw,"55 km WNW of Lata, Solomon Islands"
10,12,1963,11:27:00,44.647,149.225,37.5,7,mw,"124 km ESE of Kuril’sk, Russia"
10,13,1963,05:17:59,44.872,149.483,35,8.5,mw,"132 km ESE of Kuril’sk, Russia"
10,20,1963,00:53:12,44.726,150.547,28.2,7.8,mw,"217 km ESE of Kuril’sk, Russia"
11,4,1963,01:17:13,-6.957,129.605,110,8.1,mw,Banda Sea
11,9,1963,21:15:32,-9.127,-71.483,590.7,7.63,mw,"132 km SW of Tarauacá, Brazil"
12,15,1963,19:34:47,-4.813,108.045,661.5,7.04,mw,"164 km N of Pamanukan, Indonesia"
12,18,1963,00:30:05,-24.749,-176.844,55,7.6,mw,south of the Fiji Islands
3,28,1964,03:36:16,60.908,-147.339,25,9.2,mw,"1964 Prince William Sound Earthquake, Alaska"
5,7,1964,07:58:15,40.328,138.969,20,7,mw,"91 km W of Noshiro, Japan"
5,26,1964,10:59:16,-56.323,-27.655,125,7.8,mw,South Sandwich Islands region
6,16,1964,04:01:43,38.399,139.29,15,7.6,mw,"24 km NW of Murakami, Japan"
6,23,1964,01:26:38,43.222,146.159,71.3,7.12,mw,"48 km ESE of Nemuro, Japan"
7,6,1964,07:22:13,18.136,-100.605,93.3,7.28,mw,"10 km SW of Villa Nicolás Bravo, Mexico"
7,9,1964,16:39:51,-15.534,167.666,130,7.16,mw,"54 km E of Luganville, Vanuatu"
9,12,1964,22:07:03,-48.969,164.285,20,7.02,mw,off the west coast of the South Island of New Zealand
9,15,1964,15:29:38,8.855,93.101,70,7.1,mw,"Nicobar Islands, India region"
1,24,1965,00:11:17,-2.608,125.952,20,8.2,mw,"275 km WNW of Ambon, Indonesia"
2,4,1965,05:01:22,51.251,178.715,30.3,8.7,mw,"Rat Islands, Aleutian Islands, Alaska"
2,4,1965,08:40:44,51.443,179.605,30,7.34,mw,"264 km WSW of Adak, Alaska"
2,23,1965,22:11:47,-25.633,-70.679,35,7,mw,"31 km SW of Taltal, Chile"
3,14,1965,15:53:07,36.405,70.724,207.8,7.44,mw,"51 km S of Jurm, Afghanistan"
3,28,1965,16:33:16,-32.522,-71.233,70,7.4,mw,"7 km S of La Ligua, Chile"
3,30,1965,02:27:06,50.282,177.959,20,7.6,mw,"Rat Islands, Aleutian Islands, Alaska"
5,20,1965,00:40:26,-14.805,167.495,120,7.7,mw,"52 km ENE of Port-Olry, Vanuatu"
6,11,1965,03:33:46,44.525,148.924,40.7,7.01,mw,"113 km SE of Kuril’sk, Russia"
7,2,1965,20:58:40,52.99,-167.739,45,7.8,mw,
8,2,1965,13:19:57,-56.046,157.922,10,7.3,mw,Macquarie Island region
8,11,1965,03:40:58,-15.449,166.98,25,7.2,mw,"21 km WNW of Luganville, Vanuatu"
8,11,1965,22:31:51,-15.861,167.092,30,7.6,mw,"38 km SSW of Luganville, Vanuatu"
8,13,1965,12:40:33,-16.022,166.97,25,7.4,mw,"45 km W of Norsup, Vanuatu"
8,23,1965,19:46:04,16.081,-95.867,25,7.4,mw,"5 km SSW of Santa María Zapotitlán, Mexico"
3,12,1966,16:31:20,24.122,122.583,30,7.5,mw,"57 km SW of Yonakuni, Japan"
5,25,1966,13:20:54,-52.761,160.106,10,7.02,mw,Macquarie Island region
6,15,1966,00:59:50,-10.318,161.006,45,7.1,mw,"101 km W of Kirakira, Solomon Islands"
9,8,1966,21:15:56,2.388,128.49,115,7.71,mw,"90 km NE of Tobelo, Indonesia"
10,17,1966,21:42:00,-10.665,-78.228,40,8.1,mw,"43 km W of Paramonga, Peru"
12,28,1966,08:18:07,-25.494,-70.55,25,7.67,mw,"11 km SW of Taltal, Chile"
12,31,1966,18:23:09,-12.091,166.552,55,7.8,mw,"172 km SSE of Lata, Solomon Islands"
12,31,1966,22:15:19,-12.326,166.491,35,7.13,mw,"192 km SSE of Lata, Solomon Islands"
1,5,1967,00:14:41,48.168,103.036,13.2,7.05,mw,"80 km SSW of Bulgan, Mongolia"
2,9,1967,15:24:49,2.849,-74.798,55,7,mw,"44 km SE of Baraya, Colombia"
2,13,1967,23:14:24,52.812,-34.14,10,7,mw,Reykjanes Ridge
2,15,1967,16:11:12,-9.163,-71.274,600.4,7.01,mw,"124 km SSW of Tarauacá, Brazil"
7,22,1967,16:57:00,40.751,30.8,30,7.29,mw,"6 km SE of Hendek, Turkey"
9,3,1967,21:07:29,-10.656,-79.674,15,7,mw,"178 km WSW of Huarmey, Peru"
10,9,1967,17:21:49,-21.182,-179.186,636.8,7.23,mw,Fiji region
10,15,1967,08:00:52,11.925,-85.872,160.4,7.08,mw,"9 km E of Granada, Nicaragua"
12,21,1967,02:25:26,-21.865,-69.939,45,7.3,mw,"36 km NE of Tocopilla, Chile"
12,25,1967,01:23:32,-5.208,153.742,35,7.15,mw,"189 km ESE of Kokopo, Papua New Guinea"
1,29,1968,10:19:07,43.566,146.741,36.9,7.37,mw,"25 km S of Shikotan, Russia"
2,12,1968,05:44:45,-5.42,153.368,30,7.3,mw,"170 km SE of Kokopo, Papua New Guinea"
4,1,1968,00:42:07,32.449,132.269,34.2,7.5,mw,"58 km ESE of Nobeoka, Japan"
5,16,1968,00:49:02,40.86,143.435,29.9,8.2,mw,"168 km ENE of Hachinohe, Japan"
5,16,1968,10:39:02,41.508,142.888,25,7.9,mw,"101 km SSE of Shizunai-furukawach?, Japan"
5,20,1968,07:13:09,-30.799,-178.11,55,7,mw,"Kermadec Islands, New Zealand"
5,20,1968,21:09:46,44.822,150.219,28.3,7.04,mw,"189 km ESE of Kuril’sk, Russia"
5,23,1968,17:24:18,-41.659,172.02,20,7.06,mw,"36 km ENE of Westport, New Zealand"
5,28,1968,13:27:19,-2.85,139.353,45,7.5,mw,"145 km W of Abepura, Indonesia"
6,12,1968,13:41:53,39.503,143.07,32.1,7,mw,"96 km E of Yamada, Japan"
7,25,1968,07:23:07,-30.725,-178.217,45,7.3,mw,"Kermadec Islands, New Zealand"
8,1,1968,20:19:22,16.316,122.067,25,7.6,mw,"32 km SE of Minuri, Philippines"
8,2,1968,14:06:43,16.519,-97.739,25,7.3,mw,"10 km SW of La Humedad, Mexico"
8,10,1968,02:07:06,1.514,126.234,23,7.61,mw,"140 km E of Laikit, Laikit II (Dimembe), Indonesia"
8,14,1968,22:14:23,0.157,119.802,20,7.21,mw,"118 km N of Palu, Indonesia"
8,18,1968,18:38:32,-10.188,159.914,543.1,7.27,mw,"58 km SSE of Malango, Solomon Islands"
8,31,1968,10:47:43,34.158,59.083,10,7.1,mw,"42 km ESE of Gon?b?d, Iran"
9,26,1968,18:02:54,-30.62,-177.914,50,7.1,mw,"Kermadec Islands, New Zealand"
10,7,1968,19:20:20,26.358,140.635,500,7.31,mw,"Bonin Islands, Japan region"
10,23,1968,21:04:44,-3.33,143.286,15,7,mw,"45 km WNW of Wewak, Papua New Guinea"
1,5,1969,13:26:43,-7.97,158.888,60,7.04,mw,"79 km WNW of Buala, Solomon Islands"
1,19,1969,18:50:53,-14.849,167.345,112.9,7.1,mw,"36 km NE of Port-Olry, Vanuatu"
1,30,1969,10:29:41,4.569,127.306,60,7.6,mw,"224 km ESE of Sarangani, Philippines"
2,10,1969,22:58:06,-22.797,178.82,660,7.22,mw,south of the Fiji Islands
2,11,1969,22:16:13,-6.784,126.581,430.5,7.22,mw,"187 km N of Baukau, Timor Leste"
2,23,1969,00:36:58,-3.201,118.904,15,7.03,mw,"38 km N of Majene, Indonesia"
2,28,1969,02:40:32,36.033,-10.613,10,7.8,mw,"184 km SW of Sagres, Portugal"
4,21,1969,07:19:28,32.15,131.938,38.6,7.02,mw,"41 km E of Takanabe, Japan"
6,17,1969,23:58:09,-52.744,160.309,15,7.04,mw,Macquarie Island region
8,11,1969,21:27:36,43.416,147.814,28.6,8.2,mw,"97 km ESE of Shikotan, Russia"
8,14,1969,14:19:04,43.313,147.647,27.5,7.12,mw,"92 km SE of Shikotan, Russia"
11,21,1969,02:05:38,2.005,94.489,25,7.59,mw,"216 km WSW of Sinabang, Indonesia"
11,22,1969,23:09:40,57.65,163.554,35,7.44,mw,"171 km NNE of Ust’-Kamchatsk Staryy, Russia"
12,25,1969,21:32:31,15.648,-59.694,20,7.2,mw,"164 km ESE of Beauséjour, Guadeloupe"
1,4,1970,17:00:41,24.185,102.543,11.3,7.1,mw,"18 km S of Yuxi, China"
1,10,1970,12:07:07,6.785,126.682,40,7.2,mw,"38 km SE of Lukatan, Philippines"
2,28,1970,10:52:33,52.487,-174.915,164.1,7.11,mw,"58 km WNW of Atka, Alaska"
3,28,1970,21:02:26,39.098,29.57,25,7.23,mw,"19 km NE of Gediz, Turkey"
4,7,1970,05:34:06,15.791,121.63,25,7.44,mw,"9 km ENE of Suklayin, Philippines"
4,29,1970,14:01:35,14.52,-92.653,35,7.3,mw,"33 km SW of Puerto Madero, Mexico"
5,27,1970,12:05:07,27.236,140.23,390,7.12,mw,"Bonin Islands, Japan region"
5,31,1970,20:23:29,-9.183,-78.737,45,7.9,mw,"20 km WSW of Chimbote, Peru"
6,11,1970,16:46:34,-59.232,158.902,15,7.3,mw,Macquarie Island region
6,24,1970,13:09:13,51.692,-131.055,18.3,7.37,mw,"296 km S of Prince Rupert, Canada"
7,25,1970,22:41:14,32.053,131.782,45,7,mw,"28 km ESE of Takanabe, Japan"
7,29,1970,10:16:22,25.977,95.34,76.1,7,mw,"60 km ESE of Tuensang, India"
7,31,1970,17:08:05,-1.597,-72.532,644.8,8,mw,"95 km N of San Antonio del Estrecho, Peru"
8,30,1970,17:46:10,52.301,151.613,647.6,7.31,mw,Sea of Okhotsk
12,10,1970,04:34:41,-4.026,-80.542,25,7.2,mw,"15 km SE of Cañaveral, Peru"
1,3,1971,17:35:41,-55.918,-2.668,15,7.08,mw,
1,10,1971,07:17:05,-3.184,139.722,30,7.7,mw,"120 km WSW of Abepura, Indonesia"
2,4,1971,15:33:29,0.653,98.711,30,7.04,mw,"101 km SW of Padangsidempuan, Indonesia"
4,8,1971,07:45:59,-4.33,102.285,75,7.02,mw,"58 km S of Bengkulu, Indonesia"
7,9,1971,03:03:20,-32.601,-71.076,60.3,7.8,mw,"21 km SE of La Ligua, Chile"
7,14,1971,06:11:30,-5.524,153.85,40,8,mw,"201 km WNW of Panguna, Papua New Guinea"
7,19,1971,00:14:46,-5.754,153.868,35,7.05,mw,"189 km WNW of Panguna, Papua New Guinea"
7,26,1971,01:23:22,-4.817,153.172,40,8.1,mw,"113 km ESE of Kokopo, Papua New Guinea"
7,27,1971,02:02:49,-2.839,-77.322,120,7.42,mw,"103 km ESE of Sucúa, Ecuador"
8,2,1971,07:24:58,41.415,143.416,54.8,7.12,mw,"134 km SE of Shizunai-furukawach?, Japan"
8,5,1971,01:58:53,-0.773,-22.082,20,7.06,mw,central Mid-Atlantic Ridge
9,5,1971,18:35:30,46.505,141.199,18.1,7.3,mw,"49 km W of Gornozavodsk, Russia"
11,21,1971,05:57:12,-11.857,166.557,113.1,7.1,mw,"150 km SSE of Lata, Solomon Islands"
11,24,1971,19:35:33,52.803,159.199,125,7.3,mw,"48 km SE of Petropavlovsk-Kamchatsky, Russia"
12,15,1971,08:29:57,55.959,163.269,27.5,7.62,mw,"off the east coast of the Kamchatka Peninsula, Russia"
1,23,1972,21:17:54,-13.248,166.407,35,7.05,mw,"142 km WNW of Sola, Vanuatu"
1,25,1972,02:06:24,22.632,122.269,25,7.3,mw,"163 km SSE of Hualien City, Taiwan"
1,25,1972,03:41:24,23.107,121.974,25,7.11,mw,"103 km SSE of Hualien City, Taiwan"
2,14,1972,23:29:53,-11.481,166.339,101.8,7.4,mw,"102 km SE of Lata, Solomon Islands"
2,29,1972,09:23:01,33.453,140.929,59.8,7.16,mw,"195 km SSE of Tateyama, Japan"
3,30,1972,05:34:53,-25.758,179.665,495.8,7.25,mw,south of the Fiji Islands
4,24,1972,09:57:21,23.564,121.539,22.2,7,mw,"46 km S of Hualien City, Taiwan"
4,25,1972,19:30:07,13.402,120.275,25,7.45,mw,"17 km WSW of Harrison, Philippines"
4,28,1972,23:32:11,-5.154,154.191,409.9,7.2,mw,"192 km NW of Panguna, Papua New Guinea"
5,22,1972,20:45:57,-17.76,-175.066,222.1,7.06,mw,"151 km NW of Neiafu, Tonga"
6,11,1972,16:41:04,3.752,124.221,330.8,7.72,mw,"228 km SW of Sarangani, Philippines"
7,30,1972,21:45:17,56.724,-135.853,25,7.6,mw,Southeastern Alaska
8,17,1972,23:44:09,-6.05,152.932,20,7.5,mw,"202 km SSE of Kokopo, Papua New Guinea"
11,2,1972,19:55:22,-20.122,168.949,20,7,mw,"Loyalty Islands, New Caledonia"
12,2,1972,00:19:52,6.405,126.64,60,8,mw,"51 km E of Pondaguitan, Philippines"
12,4,1972,10:16:12,33.362,140.827,55,7.4,mw,"200 km SSE of Tateyama, Japan"
1,30,1973,21:01:12,18.481,-102.996,43,7.5,ms,"35 km SW of Aguililla, Mexico"
2,6,1973,10:37:10,31.398,100.581,33,7.4,ms,"203 km NW of Kangding, China"
2,28,1973,06:37:49,50.486,156.584,27,7.2,ms,"38 km ESE of Severo-Kuril’sk, Russia"
3,17,1973,08:30:51,13.372,122.787,33,7,ms,"13 km ENE of San Andres, Philippines"
6,17,1973,03:55:02,43.233,145.785,48,7.7,ms,"19 km ESE of Nemuro, Japan"
6,24,1973,02:43:25,43.318,146.442,50,7.1,ms,"58 km SSW of Shikotan, Russia"
10,6,1973,15:07:37,-60.823,-21.549,33,7,ms,east of the South Sandwich Islands
12,28,1973,13:41:45,-14.464,166.601,26,7.5,ms,"81 km NW of Port-Olry, Vanuatu"
12,29,1973,00:19:31,-15.117,166.896,47,7.2,ms,"20 km WSW of Port-Olry, Vanuatu"
1,10,1974,08:51:13,-14.434,166.863,34,7.2,ms,"70 km NNW of Port-Olry, Vanuatu"
1,31,1974,23:30:05,-7.461,155.894,34,7,ms,"126 km NW of Gizo, Solomon Islands"
2,1,1974,03:12:33,-7.383,155.575,40,7.1,ms,"118 km S of Panguna, Papua New Guinea"
7,2,1974,23:26:26,-29.082,-175.954,33,7.2,ms,Kermadec Islands region
7,13,1974,01:18:22,7.747,-77.688,12,7.3,ms,"33 km SSW of Boca de Cupé, Panama"
8,11,1974,01:13:55,39.457,73.83,9,7.3,ms,"134 km E of Kyzyl-Eshme, Kyrgyzstan"
8,18,1974,10:44:12,-38.453,-73.431,36,7.1,ms,"37 km NW of Carahue, Chile"
10,3,1974,14:21:29,-12.265,-77.795,13,7.6,ms,"77 km WSW of Callao, Peru"
10,8,1974,09:50:58,17.3,-62,47,7.5,ms,"25 km NW of Saint John’s, Antigua and Barbuda"
10,23,1974,06:14:54,-8.42,154.034,48,7.2,ms,"282 km SW of Panguna, Papua New Guinea"
11,9,1974,12:59:49,-12.5,-77.786,6,7.2,ms,"87 km SW of Callao, Peru"
2,2,1975,08:43:39,53.113,173.497,10,7.6,ms,"36 km NE of Attu Station, Alaska"
2,4,1975,11:36:07,40.641,122.58,33,7,mw,"6 km E of Dashiqiao, China"
5,10,1975,14:27:38,-38.183,-73.232,6,7.7,ms,"44 km SSE of Cañete, Chile"
5,26,1975,09:11:51,35.997,-17.649,33,7.9,ms,Azores-Cape St. Vincent Ridge
6,10,1975,13:47:14,43.024,147.734,15,7,ms,"118 km SE of Shikotan, Russia"
7,20,1975,14:37:39,-6.59,155.054,49,7.9,ms,"56 km WSW of Panguna, Papua New Guinea"
7,20,1975,19:54:27,-7.104,155.152,44,7.7,ms,"94 km SSW of Panguna, Papua New Guinea"
10,1,1975,03:29:58,-4.882,102.198,33,7,ms,"119 km S of Bengkulu, Indonesia"
10,6,1975,22:24:16,-12.519,166.499,54,7,ms,"188 km NW of Sola, Vanuatu"
10,11,1975,14:35:15,-24.894,-175.119,9,7.8,ms,south of Tonga
10,31,1975,08:28:02,12.54,125.993,50,7.2,ms,"66 km ENE of Alugan, Philippines"
11,29,1975,14:47:40,19.333,-155.0015,8.636,7.7,mw,"17 km SSW of Leilani Estates, Hawaii"
12,26,1975,15:56:38,-16.264,-172.467,33,7.8,ms,"146 km ESE of Hihifo, Tonga"
1,14,1976,16:47:33,-28.427,-177.657,33,8,ms,Kermadec Islands region
1,21,1976,10:05:24,44.915,149.123,41,7,ms,"104 km ESE of Kuril’sk, Russia"
2,4,1976,09:01:43,15.324,-89.101,5,7.5,mw,"7 km N of Los Amates, Guatemala"
4,8,1976,02:40:27,40.311,63.773,33,7,ms,"33 km NE of Gazli, Uzbekistan"
5,17,1976,02:58:40,40.381,63.472,10,7,ms,"27 km N of Gazli, Uzbekistan"
5,29,1976,14:00:18,24.531,98.71,10,7,ms,"152 km ENE of Bhamo, Myanmar"
6,20,1976,20:53:13,3.397,96.318,33,7,ms,"85 km SSE of Meulaboh, Indonesia"
6,25,1976,19:18:56,-4.603,140.091,33,7.1,ms,"214 km NW of Kiunga, Papua New Guinea"
7,11,1976,20:41:47,7.409,-78.127,3,7,ms,"12 km SSE of Jaqué, Panama"
7,27,1976,19:42:54,39.57,117.978,23,7.5,mw,"17 km NE of Penguanzhuang, China"
7,28,1976,10:45:35,39.664,118.401,26,7.4,ms,"6 km SW of Linxi, China"
8,16,1976,16:11:07,6.262,124.023,33,7.9,ms,"19 km WNW of Palimbang, Philippines"
10,29,1976,02:51:07,-4.517,139.918,33,7.1,ms,"226 km SSW of Abepura, Indonesia"
11,24,1976,12:22:18,39.121,44.029,36,7.3,ms,"47 km S of Do?ubayaz?t, Turkey"
3,4,1977,19:21:54,45.772,26.761,94,7.5,mwc,"2 km N of Spulber, Romania"
